x y Re(psi) Im(psi)
1.826771653543307394e+00 -7.874015748031496287e+00 -2.426428451545198806e-03 3.768776712493884361e-03
1.952755905511811108e+00 -7.874015748031496287e+00 -2.600878925992513614e-03 3.794886974573506884e-03
2.078740157480314821e+00 -7.874015748031496287e+00 -2.763867351328238350e-03 3.813451999929182244e-03
2.204724409448818534e+00 -7.874015748031496287e+00 -2.914997951218534396e-03 3.824544946022097065e-03
2.330708661417322247e+00 -7.874015748031496287e+00 -3.053949310025390589e-03 3.828274456639038214e-03
2.456692913385825960e+00 -7.874015748031496287e+00 -3.180473833941101138e-03 3.824782448929066759e-03
2.582677165354329674e+00 -7.874015748031496287e+00 -3.294396462139850042e-03 3.814241775452083521e-03
2.708661417322835163e+00 -7.874015748031496287e+00 -3.395612786387026353e-03 3.796853643511207202e-03
2.834645669291338876e+00 -7.874015748031496287e+00 -3.484086540874406415e-03 3.772844968059115532e-03
2.960629921259842590e+00 -7.874015748031496287e+00 -3.559846602748768622e-03 3.742465574609987571e-03
3.086614173228346303e+00 -7.874015748031496287e+00 -3.622983498735812824e-03 3.705985398702130087e-03
3.212598425196850016e+00 -7.874015748031496287e+00 -3.673645544909804900e-03 3.663691617733166438e-03
3.338582677165353729e+00 -7.874015748031496287e+00 -3.712034635200677554e-03 3.615885839541116854e-03
3.464566929133857442e+00 -7.874015748031496287e+00 -3.738401793185935039e-03 3.562881293473454686e-03
3.590551181102362932e+00 -7.874015748031496287e+00 -3.753042513011805616e-03 3.505000130909153612e-03
3.716535433070866645e+00 -7.874015748031496287e+00 -3.756291990916327001e-03 3.442570784714235263e-03
3.842519685039370358e+00 -7.874015748031496287e+00 -3.748520276140305477e-03 3.375925480628890960e-03
3.968503937007874072e+00 -7.874015748031496287e+00 -3.730127428747965265e-03 3.305397849780151477e-03
4.094488188976377785e+00 -7.874015748031496287e+00 -3.701538710921483451e-03 3.231320724223162109e-03
4.220472440944881498e+00 -7.874015748031496287e+00 -3.663199884742792713e-03 3.154024061835561041e-03
4.346456692913385211e+00 -7.874015748031496287e+00 -3.615572637446838860e-03 3.073833074049212282e-03
4.472440944881888925e+00 -7.874015748031496287e+00 -3.559130192691166168e-03 2.991066498227826307e-03
4.598425196850392638e+00 -7.874015748031496287e+00 -3.494353121381098271e-03 2.906035082414004395e-03
4.724409448818898127e+00 -7.874015748031496287e+00 -3.421725396820603747e-03 2.819040218637124985e-03
4.850393700787401841e+00 -7.874015748031496287e+00 -3.341730699605195178e-03 2.730372789474362193e-03
4.976377952755905554e+00 -7.874015748031496287e+00 -3.254849004525737621e-03 2.640312157557773813e-03
5.102362204724409267e+00 -7.874015748031496287e+00 -3.161553446980230712e-03 2.549125362552393664e-03
5.228346456692912980e+00 -7.874015748031496287e+00 -3.062307490373635584e-03 2.457066447848507782e-03
5.354330708661416693e+00 -7.874015748031496287e+00 -2.957562384878141895e-03 2.364375984411184236e-03
5.480314960629920407e+00 -7.874015748031496287e+00 -2.847754930238954093e-03 2.271280705272593452e-03
5.606299212598425896e+00 -7.874015748031496287e+00 -2.733305526994376199e-03 2.177993324482849040e-03
5.732283464566929609e+00 -7.874015748031496287e+00 -2.614616522128433967e-03 2.084712443264196899e-03
5.858267716535433323e+00 -7.874015748031496287e+00 -2.492070828742452143e-03 1.991622627642360577e-03
5.984251968503937036e+00 -7.874015748031496287e+00 -2.366030821249063415e-03 1.898894546474773782e-03
6.110236220472440749e+00 -7.874015748031496287e+00 -2.236837482017466940e-03 1.806685269787648099e-03
6.236220472440944462e+00 -7.874015748031496287e+00 -2.104809798582225108e-03 1.715138597678439675e-03
6.362204724409448175e+00 -7.874015748031496287e+00 -1.970244384537068755e-03 1.624385542430773583e-03
6.488188976377951889e+00 -7.874015748031496287e+00 -1.833415322954202575e-03 1.534544807724325891e-03
6.614173228346455602e+00 -7.874015748031496287e+00 -1.694574203024185911e-03 1.445723420862102650e-03
6.740157480314961091e+00 -7.874015748031496287e+00 -1.553950350752302109e-03 1.358017322815113608e-03
6.866141732283464805e+00 -7.874015748031496287e+00 -1.411751221598085519e-03 1.271512122319541247e-03
6.992125984251968518e+00 -7.874015748031496287e+00 -1.268162960704697414e-03 1.186283757583095214e-03
7.118110236220472231e+00 -7.874015748031496287e+00 -1.123351094043952393e-03 1.102399352416038409e-03
7.244094488188975944e+00 -7.874015748031496287e+00 -9.774613653316700790e-04 1.019917906998350082e-03
7.370078740157479658e+00 -7.874015748031496287e+00 -8.306206727464242280e-04 9.388912511964865376e-04
7.496062992125983371e+00 -7.874015748031496287e+00 -6.829381385489048922e-04 8.593647061482977611e-04
7.622047244094488860e+00 -7.874015748031496287e+00 -5.345062431921675976e-04 7.813781666648374202e-04
7.748031496062992574e+00 -7.874015748031496287e+00 -3.854021009377246710e-04 7.049666104173311692e-04
7.874015748031496287e+00 -7.874015748031496287e+00 -2.356887367053297534e-04 6.301614958206362433e-04
8.000000000000000000e+00 -7.874015748031496287e+00 -8.541662025274114611e-05 5.569905061127978759e-04
-8.000000000000000000e+00 -7.748031496062992574e+00 2.146891170814745650e-04 6.626221939544329987e-04
-7.874015748031496287e+00 -7.748031496062992574e+00 3.678375030022437882e-04 5.928329297273396631e-04
-7.748031496062992574e+00 -7.748031496062992574e+00 5.221110618779986178e-04 5.255282407930182698e-04
-7.622047244094487972e+00 -7.748031496062992574e+00 6.774757963879160906e-04 4.607143798640172833e-04
-7.496062992125984259e+00 -7.748031496062992574e+00 8.338902625766647300e-04 3.984082432617671731e-04
-7.370078740157480546e+00 -7.748031496062992574e+00 9.913034980954726558e-04 3.386354452803041104e-04
-7.244094488188975944e+00 -7.748031496062992574e+00 1.149653624647730289e-03 2.814317522071461898e-04
-7.118110236220472231e+00 -7.748031496062992574e+00 1.308866127828569020e-03 2.268428171116443999e-04
-6.992125984251968518e+00 -7.748031496062992574e+00 1.468852397220431769e-03 1.749248185929428551e-04
-6.866141732283464805e+00 -7.748031496062992574e+00 1.629508155985142986e-03 1.257443472162386516e-04
-6.740157480314961091e+00 -7.748031496062992574e+00 1.790712063982201991e-03 7.937869770358316538e-05
-6.614173228346456490e+00 -7.748031496062992574e+00 1.952324296989459140e-03 3.591569850323359056e-05
-6.488188976377952777e+00 -7.748031496062992574e+00 2.114185277588581657e-03 -4.546254541535925525e-06
-6.362204724409449064e+00 -7.748031496062992574e+00 2.276114436775430148e-03 -4.189850357381271260e-05
-6.236220472440944462e+00 -7.748031496062992574e+00 2.437909130537790469e-03 -7.602233682218888548e-05
-6.110236220472440749e+00 -7.748031496062992574e+00 2.599343631545674316e-03 -1.067894754484241310e-04
-5.984251968503937036e+00 -7.748031496062992574e+00 2.760168292372044453e-03 -1.340625293539267186e-04
-5.858267716535433323e+00 -7.748031496062992574e+00 2.920108825085166240e-03 -1.576957002752017180e-04
-5.732283464566929609e+00 -7.748031496062992574e+00 3.078865777116916898e-03 -1.775354987672764901e-04
-5.606299212598425008e+00 -7.748031496062992574e+00 3.236114163992472818e-03 -1.934216909187562797e-04
